omim_id,Description
607373,"Autism, the prototypic pervasive developmental disorder (PDD), is usually apparent by 3 years of age. It is characterized by a triad of limited or absent verbal communication, a lack of reciprocal social interaction or responsiveness, and restricted, stereotypical, and ritualized patterns of interests and behavior (Bailey et al., 1996;Risch et al., 1999). 'Autism spectrum disorder,' sometimes referred to as ASD, is a broader phenotype encompassing the less severe disorders Asperger syndrome (see ASPG1;608638) and pervasive developmental disorder, not otherwise specified (PDD-NOS). 'Broad autism phenotype' includes individuals with some symptoms of autism, but who do not meet the full criteria for autism or other disorders. Mental retardation coexists in approximately two-thirds of individuals with ASD, except for Asperger syndrome, in which mental retardation is conspicuously absent (Jones et al., 2008). Genetic studies in autism often include family members with these less stringent diagnoses (Schellenberg et al., 2006).For a discussion of genetic heterogeneity of autism, see209850."
607411,"Persistent patency of the ductus arteriosus, or patent ductus arteriosus (PDA), is the second most common congenital heart disease, affecting approximately 1 in 1,600 to 5,000 live births in the U.S. (Mitchell et al., 1971). In fetal life, the ductus arteriosus, a muscular artery, shunts blood from the pulmonary artery to the aorta, bypassing the lungs. Its abrupt closure at birth establishes the mature circulatory pattern and represents a dramatic example of vascular remodeling. Failure of this normal process results in persistent PDA, which left untreated can result in pulmonary hypertension and heart failure. Closure of the ductus is a complex process. Aspects of this process are regulated by oxygen tension and a decrease in levels of hormones such as prostaglandin E2. PDA occurring in preterm infants often closes spontaneously or in response to inhibitors of prostaglandin biosynthesis (Ramsay et al., 1987). Term PDA typically has not been regarded as a genetic disorder, because it most often occurs sporadically. Nonetheless, term PDA recurs among 5% of sibs of PDA cases (Polani and Campbell, 1960;Lamy et al., 1957), suggesting a genetic component to disease pathogenesis that has typically been presumed to be multifactorial. That single genes can influence this trait has been demonstrated by a mouse model of PDA resulting from disruption of the prostaglandin E2 receptor (Nguyen et al., 1997) and by rare syndromic forms of PDA such as Char syndrome (169100), an autosomal dominant disorder caused by mutations in the transcription factor TFAP2B (601601) (Mani et al., 2002).Genetic Heterogeneity of Patent Ductus ArteriosusAutosomal dominant forms of patent ductus arteriosus include PDA2 (617035), caused by mutation in the TFAP2B gene (601601) on chromosome 6p12, and PDA3 (617039), caused by mutation in the PRDM6 gene (616982) on chromosome 5q23.Hajj and Dagle (2012)reviewed the genetics of patent ductus arteriosus in both term and preterm infants, and discussed possible environmental risk factors as well as animal models of PDA."
607459,"A number sign (#) is used with this entry because sensory ataxic neuropathy, dysarthria, and ophthalmoparesis (SANDO) is caused by homozygous or compound heterozygous mutation in the nuclear-encoded DNA polymerase-gamma gene (POLG;174763) on chromosome 15q26.Recessive mutations in the POLG gene can also cause autosomal recessive progressive external ophthalmoplegia (PEOB;258450), which shows overlapping features."
607498,"For a phenotypic description and discussion of genetic heterogeneity of migraine headaches, see MGR1 (157300)."
607499,"Bulimia nervosa (BN) is a psychiatric disorder characterized by episodes of binge-eating (eating an unusually large amount of food in a discrete period of time and feeling out of control), compensatory behavior (e.g., self-induced vomiting or laxative abuse), and over-concern with weight and shape.Eating disorders such as bulimia nervosa are complex disorders that can be influenced by many genes."
607501,"For a phenotypic description and discussion of genetic heterogeneity of migraine headaches, see MGR1 (157300).Migraine is a complex and heterogeneous disorder characterized by recurrent attacks of headache associated with autonomic and neurologic symptoms. Two primary types of migraine can be distinguished: migraine without aura (MO) and migraine with aura.Soragna et al. (2003)studied a large 4-generation Italian family, originating from a restricted geographic area of northern Italy, in which migraine without aura appeared to segregate as an autosomal dominant trait. They excluded association between MO in this family and previously identified migraine loci, including the migraine with aura susceptibility locus on chromosome 4q24 (157300). Using a genomewide scan, they obtained significant evidence of linkage between the MO phenotype and marker D14S978 on 14q22.1 (maximum 2-point lod score of 3.70 at a recombination fraction of 0.01). Multipoint parametric analysis (maximum lod score of 5.25 between markers D14S976 and D14S978) and haplotype construction showed strong evidence of linkage in a 10-cM region flanked by markers D14S1027 and D14S980 on 14q21.2-q22.3."
607508,"For a phenotypic description and discussion of genetic heterogeneity of migraine headaches, see MGR1 (157300)."
607516,"For a phenotypic description and a discussion of genetic heterogeneity of migraine with or without aura, see MGR1 (157300).For a phenotypic description and discussion of genetic heterogeneity of familial hemiplegic migraine, see FHM1 (141500)."
607554,A number sign (#) is used with this entry because of evidence that autosomal dominant atrial fibrillation-3 (ATFB3) is caused by heterozygous mutation in the KCNQ1 gene (607542) on chromosome 11p15.
607616,"A number sign (#) is used with this entry because Niemann-Pick disease type B, known as the 'visceral' form, is caused by homozygous or compound heterozygous mutation in the sphingomyelin phosphodiesterase-1 gene (SMPD1;607608), which encodes acid sphingomyelinase (ASM), on chromosome 11p15.Niemann-Pick disease type A (257200) is an allelic disorder characterized by onset in infancy of a primarily neurodegenerative disorder with death by age 3 years.See also Niemann-Pick disease types C1 (257220) and C2 (607625)."
607625,A number sign (#) is used with this entry because Niemann-Pick disease type C2 (NPC2) is caused by homozygous or compound heterozygous mutation in the HE1 gene (NPC2;601015) on chromosome 14q24.
607628,"A number sign (#) is used with this entry because some evidence has suggested that susceptibility to idiopathic generalized epilepsy-11 (EIG11), juvenile myoclonic epilepsy-8 (EJM8), and juvenile absence epilepsy-2 (EJA2) may be conferred by variation in the chloride channel-2 gene (CLCN2;600570) on chromosome 3q27. However, there has been some controversy over whether variation in the CLCN2 gene has a role in epilepsy (see MOLECULAR GENETICS)."
607631,A number sign (#) is used with this entry because of evidence that susceptibility to juvenile absence epilepsy-1 (EJA1) is conferred by variation in the EFHC1 gene (608815) on chromosome 6p12.Susceptibility to juvenile myoclonic epilepsy-1 (EJM1;254770) is also conferred by variation in the EFHC1 gene.
607681,A number sign (#) is used with this entry because of evidence that familial febrile seizures-8 (FEB8) is caused by heterozygous mutation in the GABRG2 gene (137164) on chromosome 5q34.
607682,A number sign (#) is used with this entry because of evidence that susceptibility to idiopathic generalized epilepsy-9 (EIG9) and juvenile myoclonic epilepsy-6 (EJM6) is conferred by mutation in the CACNB4 gene (601949) on chromosome 2q23.
