db_id,Description
DB01175,"Escitalopram is a selective serotonin re-uptake inhibitor (SSRI) and the S-enantiomer of racemic [citalopram].[A185420] It is used to restore serotonergic function in the treatment of depression and anxiety.[L8513,L8516,L8522] Escitalopram is approximately 150 times more potent than citalopram’s R-enantiomer and is responsible for the vast majority of citalopram’s clinical activity, with some evidence suggesting that the R-enantiomer of racemic citalopram actively dampens the activity of escitalopram rather than existing simply as an inactive enantiomer.[A39738,A185819] Amongst SSRIs, escitalopram exerts the highest degree of selectivity for the serotonin transporter (SERT) relative to other off-targets which may explain its lower rates of adverse effects as compared to other agents in this class.[A185726] Escitalopram also differentiates itself from other SSRIs via allosteric action on its target - this may be the mechanism responsible for its observed superior efficacy and faster onset compared to other SSRIs.[A185825,A185726,A185822]"
DB01176,"A histamine H1 antagonist given by mouth or parenterally for the control of postoperative and drug-induced vomiting and in motion sickness. (From Martindale, The Extra Pharmacopoeia, 30th ed, p935)"
DB01177,"An orally administered anthracycline antineoplastic. The compound has shown activity against breast cancer, lymphomas and leukemias, together with the potential for reduced cardiac toxicity."
DB01181,Ifosfamide is a chemotherapeutic agent chemically related to the nitrogen mustards and a synthetic analog of cyclophosphamide. It is active as an alkylating agent and an immunosuppressive agent.
DB01182,An antiarrhythmia agent that is particularly effective in ventricular arrhythmias. It also has weak beta-blocking activity. The drug is generally well tolerated.
DB01185,"An anabolic steroid that has been used in the treatment of male hypogonadism, delayed puberty in males, and in the treatment of breast neoplasms in women."
DB01186,"Pergolide is a long-acting dopamine agonist approved in 1982 for the treatment of Parkinson’s Disease. It is an ergot derivative that acts on the dopamine D2 and D3, alpha2- and alpha1-adrenergic, and 5-hydroxytryptamine (5-HT) receptors. It was indicated as adjunct therapy with levodopa/carbidopa in the symptomatic treatment of parkinsonian syndrome. It was later found that pergolide increased the risk of cardiac valvulopathy. The drug was withdrawn from the US market in March 2007 and from the Canadian market in August 2007. While the use of pergolide in humans is still approved in only some countries, pergolide is mainly used for veterinary purposes."
DB01188,"Ciclopirox olamine (used in preparations called Batrafen, Loprox, Mycoster, Penlac and Stieprox) is a synthetic antifungal agent for topical dermatologic treatment of superficial mycoses. In particular, the agent is especially effective in treating Tinea versicolor."
DB01189,"Desflurane, or I-653, a a volatile anesthetic that is more rapidly cleared and less metabolized than previous inhaled anesthetics such as [methoxyflurane], [sevoflurane], [enflurane], or [isoflurane].[A226390,A39015,A226893]. It was developed in the late 1980s out of a need for a more rapidly acting and rapidly cleared inhaled anesthetic.[A226883,A226888]

Desflurane was granted FDA approval on 18 September 1992.[L30285]"
DB01192,"An opioid analgesic with actions and uses similar to those of morphine, apart from an absence of cough suppressant activity. It is used in the treatment of moderate to severe pain, including pain in obstetrics. It may also be used as an adjunct to anesthesia (From Martindale, The Extra Pharmacopoeia, 30th ed, p1092). On June 8, 2017, FDA requested Endo Pharmaceuticals to remove the medication from the market due to opioid misuse and abuse risks associated with the product's injectable reformulation."
DB01193,A cardioselective beta-adrenergic antagonist with little effect on the bronchial receptors. The drug has stabilizing and quinidine-like effects on cardiac rhythm as well as weak inherent sympathomimetic action.
DB01194,"Brinzolamide is a highly specific, non-competitive, reversible carbonic anhydrase II (CA-II) inhibitor indicated to reduce ocular pressure in patients with ocular hypertension or open-angle glaucoma.[L35310] Although the exact pathophysiology of glaucoma is still unknown, one of the main hallmarks of this disease is vascular dysregulation and abnormalities.[A2049,A2051] The resulting vascular resistance increases intraocular pressure, thus impairing ocular perfusion.[A2049,A2051] Although systemic anti-carbonic anhydrase (CA) therapy has been used for almost 50 years with varying degrees of success, systemic administration results in an increase in incidences of adverse effects.[A2049,A2051]

Brinzolamide was developed as a topical solution to the systemic side effects and [dorzolamide], the first-ever approved topical CA inhibitor with contrasting results and evidence.[A2051] Unlike [dorzolamide], brinzolamide has a higher lipophilicity to facilitate diffusion across the blood-retinal barrier.[A2051] Brinzolamide was approved by the FDA in 1998 as a standalone product and in 2013 as a combination product with brimonidine tartrate.[L35310,L35315] In Europe, it was also approved as a combination product with timolol in 2008.[L35320]"
DB01195,"Flecainide is a Class I anti-arrhythmic agent like [encainide] and [propafenone].[A186880] Flecainide’s development began in 1966 and was first synthesized in 1972 as an attempt to generate new anesthetics.[A186931] It is used to prevent supraventricular and ventricular arrhythmias, as well as paroxysmal atrial fibrillation and flutter.[L8878,L5056]

Flecainide was granted FDA approval on 31 October 1985.[L8875]"
DB01196,"A nitrogen mustard linked to estradiol, usually as phosphate; used to treat prostatic neoplasms; also has radiation protective properties."
DB01197,"Captopril is a potent, competitive inhibitor of angiotensin-converting enzyme (ACE), the enzyme responsible for the conversion of angiotensin I (ATI) to angiotensin II (ATII). ATII regulates blood pressure and is a key component of the renin-angiotensin-aldosterone system (RAAS). Captopril may be used in the treatment of hypertension."
DB01200,"Bromocriptine mesylate is a semisynthetic ergot alkaloid derivative with potent dopaminergic activity. It inhibits prolactin secretion and may be used to treat dysfunctions associated with hyperprolactinemia. Bromocriptine is also indicated for the management of signs and symptoms of Parkinsonian Syndrome, as well as the treatment of acromegaly. Bromocriptine has been associated with pulmonary fibrosis, and can also cause sustained suppression of somatotropin (growth hormone) secretion in some patients with acromegaly.

In 1995, the FDA withdrew the approval of bromocriptine mesylate for the prevention of physiological lactation after finding that bromocriptine was not shown to be safe for use.[L43942,L43947] It continues to be used for the indications mentioned above."
